seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap,time,fw_time
1,500,10.109248698195264,1.0790227267243324e-8,9.245828280768364e-8,23,0,0,2.9565217391304346,0.20851441405707477,Inf,Inf,2.299473394,2.272317084
2,500,10.259851374534424,1.1333987154360514e-7,4.701637554282989e-8,18,0,0,2.9444444444444446,0.23570226039551587,Inf,Inf,0.018499722,0.015789853
3,500,10.114708815219673,2.916818314657732e-8,6.361300261548131e-8,29,0,0,2.9655172413793105,0.18569533817705194,Inf,Inf,0.058615522,0.056611841
4,500,8.49915812657696,6.185238360378875e-8,7.116933600781472e-8,30,0,0,2.966666666666667,0.1825741858350553,Inf,Inf,0.045457801,0.040423295
5,500,11.056359413531034,3.633107689693382e-8,3.052965472094549e-8,25,0,0,2.96,0.20000000000000007,Inf,Inf,0.02252438,0.020429061
1,1000,14.823685543308782,2.486314754079899e-8,2.486314754079899e-8,13,0,0,2.9166666666666665,0.28867513459481275,Inf,Inf,12.012988884,11.392554784
2,1000,13.109999816718222,1.0005869552354163e-7,8.644277374458831e-8,18,0,0,2.9444444444444446,0.23570226039551587,Inf,Inf,10.952830718,10.520449695
3,1000,13.295525252841056,1.956441245676288e-7,5.938956559869979e-8,15,0,0,2.933333333333333,0.2581988897471611,Inf,Inf,8.116902397,7.676516321
4,1000,13.27623620303162,1.7579275382595405e-7,6.106246527859405e-8,16,0,0,2.9375,0.25,Inf,Inf,8.924895642,8.456553461
5,1000,14.103953954631367,3.128237879845841e-8,3.128237879845841e-8,19,0,0,2.9444444444444446,0.23570226039551587,Inf,Inf,11.612908006,11.140552089
1,1500,17.03823304802384,2.240117510932116e-8,1.43971375099472e-8,22,0,0,2.909090909090909,0.29424494316824984,Inf,Inf,16.849897027,15.98548296
2,1500,16.484786983443254,2.646812169437851e-8,7.120234185586938e-8,26,0,0,2.9615384615384617,0.196116135138184,Inf,Inf,13.805467989,13.238527343
3,1500,17.52787758655766,9.189037614154572e-9,9.015133262124664e-8,26,0,0,2.9615384615384617,0.196116135138184,Inf,Inf,16.557603744,16.033238146
4,1500,16.648826387593076,1.6351717949114608e-7,7.037877375326573e-8,11,0,0,2.909090909090909,0.30151134457776363,Inf,Inf,5.981886479,5.581469523
5,1500,17.165152664667136,7.957493361465673e-8,7.040819313686164e-8,19,0,0,2.9473684210526314,0.22941573387056172,Inf,Inf,10.377463923,9.837128373
1,2000,20.366779129379438,3.858124020261755e-8,3.8942103014472096e-8,11,0,0,2.909090909090909,0.30151134457776363,Inf,Inf,11.30136,10.825132274
2,2000,19.139549450654048,3.939741756442405e-8,4.635490080673321e-8,14,0,0,2.9285714285714284,0.26726124191242445,Inf,Inf,10.622488202,9.990290179
3,2000,19.797565027444012,2.2650673586754877e-8,6.675714638026964e-8,20,0,0,2.95,0.22360679774997894,Inf,Inf,15.754899216,15.274427377
4,2000,19.610083120526184,8.970322278034626e-8,4.684562350532051e-8,21,0,0,2.9523809523809526,0.21821789023599233,Inf,Inf,17.846866326,17.334402245
5,2000,19.24733816640955,1.4899730185757853e-8,7.284933131734839e-8,20,0,0,2.95,0.22360679774997894,Inf,Inf,14.866756045,14.346337905
1,2500,22.71402360748466,4.07537524560464e-8,4.07537524560464e-8,30,0,0,2.9310344827586206,0.2578807147775637,Inf,Inf,39.460297347,38.837359039
2,2500,21.598256005690804,3.4116502220515876e-8,3.411650217888251e-8,13,0,0,2.9166666666666665,0.28867513459481275,Inf,Inf,16.732277295,16.10000743
3,2500,22.22464243241608,3.392499305088226e-8,9.236866205242222e-8,18,0,0,2.9444444444444446,0.23570226039551587,Inf,Inf,23.891852633,23.371511653
4,2500,21.72813550227594,2.141487057127911e-8,5.22455533974453e-8,10,0,0,2.9,0.31622776601683794,Inf,Inf,13.223053795,12.754685953
